Scientific Name ▴,Fangs,Toxicity,Rating ?,Common name
Pituophis melanoleucus,rear-fanged,unclear toxicity,???,Eastern Pine Snake
Pituophis lineaticollis,rear-fanged,unclear toxicity,???,Middle American Gopher Snake
Pituophis insulanus,rear-fanged,unclear toxicity,???,Cedros Island Gopher Snake
Pituophis deppei,rear-fanged,unclear toxicity,???,Mexican Bull Snake
Pituophis catenifer,rear-fanged,unclear toxicity,???,Gopher Snake
Phytolopsis punctata,rear-fanged,venomous,💀💀,Spotted Water Snake
Phyllorhynchus decurtatus,rear-fanged,unclear toxicity,???,Spotted Leafnose Snake
Phyllorhynchus browni,rear-fanged,unclear toxicity,???,Saddled Leafnose Snake
Phrynonax shropshirei,rear-fanged,unclear toxicity,???,Shropshire's Puffing Snake
Phrynonax polylepis,rear-fanged,unclear toxicity,???,Lora
Phrynonax poecilonotus,rear-fanged,unclear toxicity,???,Puffing snake
Phisalixella variabilis,rear-fanged,unclear toxicity,???,Northern Banded Tree Snake
Phisalixella tulearensis,rear-fanged,unclear toxicity,???,Western Banded Tree Snake
Phisalixella iarakaensis,rear-fanged,unclear toxicity,???,Iaraka Banded Tree Snake
Phisalixella arctifasciata,rear-fanged,unclear toxicity,???,White banded tree snake
Phimophis vittatus,rear-fanged,unclear toxicity,???,Banded Pampas Snake
Phimophis guianensis,rear-fanged,unclear toxicity,???,Troschel's Pampas Snake
Phimophis guerini,rear-fanged,unclear toxicity,???,Argentine Pampas Snake
Philothamnus thomensis,rear-fanged,unclear toxicity,???,Sao Tome Wood Snake
Philothamnus semivariegatus,rear-fanged,unclear toxicity,???,Spotted Bush Snake
Philothamnus ruandae,rear-fanged,unclear toxicity,???,Ruanda Emerald Green Snake
Philothamnus punctatus,rear-fanged,unclear toxicity,???,Spotted Green Snake
Philothamnus pobeguini,rear-fanged,unclear toxicity,???,Guinea green snake
Philothamnus ornatus,rear-fanged,unclear toxicity,???,Ornate Green Snake
Philothamnus nitidus,rear-fanged,unclear toxicity,???,Cameroons Wood Snake
Philothamnus natalensis,rear-fanged,unclear toxicity,???,Natal Green Snake
Philothamnus macrops,rear-fanged,unclear toxicity,???,Usambara Green Snake
Philothamnus irregularis,rear-fanged,unclear toxicity,???,Northern Green Bush Snake
Philothamnus hughesi,rear-fanged,unclear toxicity,???,Hughes' Green Snake
Philothamnus hoplogaster,rear-fanged,unclear toxicity,???,Green Water Snake
Philothamnus heterolepidotus,rear-fanged,unclear toxicity,???,Slender Green Snake
Philothamnus heterodermus,rear-fanged,unclear toxicity,???,Emerald Green Snake
Philothamnus girardi,rear-fanged,unclear toxicity,???,Girard's Green Snake
Philothamnus dorsalis,rear-fanged,unclear toxicity,???,Striped Green Snake
Philothamnus carinatus,rear-fanged,unclear toxicity,???,Thirteen scaled Green Snake
Philothamnus bequaerti,rear-fanged,unclear toxicity,???,Bequaert's Green Snake
Philothamnus battersbyi,rear-fanged,unclear toxicity,???,Battersby's Green Snake
Philothamnus angolensis,rear-fanged,unclear toxicity,???,Western Green Snake
Philodryas viridissima,rear-fanged,venomous,💀💀💀,Common Green Racer
Philodryas varia,rear-fanged,venomous,💀💀💀,Jan's Green Racer
Philodryas trilineata,rear-fanged,venomous,💀💀💀,Argentine Mousehole Snake
Philodryas tachymenoides,rear-fanged,venomous,💀💀💀,Schmidt's Green Racer
Philodryas simonsii,rear-fanged,venomous,💀💀💀,Simons' Bush Racer
Philodryas psammophidea,rear-fanged,venomous,💀💀💀,Günther's Green Racer
Philodryas patagoniensis,rear-fanged,venomous,💀💀💀,Patagonia Green Racer
Philodryas olfersii,rear-fanged,venomous,💀💀💀,Lichtenstein's Green Racer
Philodryas nattereri,rear-fanged,venomous,💀💀💀,Paraguay Green Racer
Philodryas mattogrossensis,rear-fanged,venomous,💀💀💀,Miranda Green Racer
Philodryas livida,rear-fanged,venomous,💀💀💀,Blue Bush Racer
Philodryas laticeps,rear-fanged,venomous,💀💀💀,Bolivian Green Bush Racer
Philodryas georgeboulengeri,rear-fanged,venomous,💀💀💀,Southern Sharpnose Snake
Philodryas erlandi,rear-fanged,venomous,💀💀💀,Miranda Green Racer
Philodryas cordata,rear-fanged,venomous,💀💀💀,Guaiquinima Bush Racer
Philodryas chamissonis,rear-fanged,venomous,💀💀💀,Chilean Green Racer
Philodryas boliviana,rear-fanged,venomous,💀💀💀,Bolivian racer
Philodryas baroni,rear-fanged,venomous,💀💀💀,Baron's Green Racer
Philodryas arnaldoi,rear-fanged,venomous,💀💀💀,Arnaldo's Green Racer
Philodryas argentea,rear-fanged,venomous,💀💀💀,Striped Sharpnose Snake
Philodryas amaru,rear-fanged,venomous,💀💀💀,Amaru snake
Philodryas agassizii,rear-fanged,venomous,💀💀💀,Burrowing Night Snake
Philodryas aestiva,rear-fanged,venomous,💀💀💀,Brazilian Green Racer
Phalotris tricolor,rear-fanged,venomous,💀💀,Tricolored Burrowing Snake
Phalotris sansebastiani,rear-fanged,venomous,💀💀,Bolivian White collared Snake
Phalotris reticulatus,rear-fanged,venomous,💀💀,Southern Reticulated White collared Snake
Phalotris normanscotti,rear-fanged,venomous,💀💀,Chaco Burrowing Snake
Phalotris nigrilatus,rear-fanged,venomous,💀💀,Paraguayan Black sided White collared Snake
Phalotris nasutus,rear-fanged,venomous,💀💀,Snouted Collared Snake
Phalotris multipunctatus,rear-fanged,venomous,💀💀,Many spotted White collared Snake
Phalotris mertensi,rear-fanged,venomous,💀💀,Sao Paulo Reticulated White collared Snake
Phalotris matogrossensis,rear-fanged,venomous,💀💀,Mato Grosso Burrowing Snake
Phalotris lemniscatus,rear-fanged,venomous,💀💀💀,Dumeril's Diadem Snake
Phalotris lativittatus,rear-fanged,venomous,💀💀,Broad striped White collared Snake
Phalotris labiomaculatus,rear-fanged,venomous,💀💀,Lip spotted White collared Snake
Phalotris cuyanus,rear-fanged,venomous,💀💀,Mendoza White collared Snake
Phalotris concolor,rear-fanged,venomous,💀💀,Plain White collared Snake
Phalotris bilineatus,rear-fanged,venomous,💀💀,Two lined White collared Snake
Paroplocephalus atriceps,front-fanged,venomous,💀💀💀,Lake cronin snake
Pareas vindumi,rear-fanged,non-venomous,---,Vindum's slug eater
Pareas stanleyi,rear-fanged,non-venomous,---,Stanley's Slug Snake
Pareas nuchalis,rear-fanged,non-venomous,---,Barred Slug eating Snake
Pareas nigriceps,rear-fanged,non-venomous,---,Xiaoheishan slug eater snake
Pareas monticola,rear-fanged,non-venomous,---,Common Slug Snake
Pareas margaritophorus,rear-fanged,non-venomous,---,Mountain Slug Snake
Pareas komaii,rear-fanged,non-venomous,---,Formosa Slug Snake
Pareas iwasakii,rear-fanged,non-venomous,---,Iwasaki's Snail eater
Pareas hamptoni,rear-fanged,non-venomous,---,Hampton's Slug Snake
Pareas formosensis,rear-fanged,non-venomous,---,Formosa Slug Snake
Pareas chinensis,rear-fanged,non-venomous,---,Chinese Slug Snake
Pareas carinatus,rear-fanged,non-venomous,---,Keeled Slug Snake
Pareas boulengeri,rear-fanged,non-venomous,---,Boulenger's Slug Snake
Pareas atayal,rear-fanged,non-venomous,---,Atayal slug eating snake
Paratapinophis praemaxillaris,rear-fanged,unclear toxicity,???,Brown Stream Snake
Parasuta spectabilis,front-fanged,venomous,💀💀💀,Spectacled Hooded Snake
Parasuta nigriceps,front-fanged,venomous,💀💀💀,Mallee Black backed Snake
Parasuta monachus,front-fanged,venomous,💀💀💀,Hooded Snake
Parasuta gouldii,front-fanged,venomous,💀💀💀,Black Headed Snake
Parasuta flagellum,front-fanged,venomous,💀💀💀,Little Whip snake
Parasuta dwyeri,front-fanged,venomous,💀💀💀,Variable black naped snake
Parastenophis betsileanus,rear-fanged,unclear toxicity,???,Betsileo White banded Tree Snake
Pararhadinaea melanogaster,rear-fanged,unclear toxicity,???,Madagascar Burrowing Snake
Pararhabdophis chapaensis,rear-fanged,unclear toxicity,???,Vietnam Water Snake
Parapistocalamus hedigeri,front-fanged,venomous,💀💀💀💀,Bougainville coral snake
Paraphimophis rusticus,rear-fanged,unclear toxicity,???,Culebra
Parahydrophis mertoni,front-fanged,venomous,💀💀💀💀,Arafura Smooth Sea Snake
Parahelicops annamensis,rear-fanged,unclear toxicity,???,Annam Keelback
Parafimbrios lao,rear-fanged,non-venomous,---,Ziggy Stardust snake
Pantherophis vulpinus,rear-fanged,unclear toxicity,???,Eastern Fox Snake
Pantherophis spiloides,rear-fanged,unclear toxicity,???,Gray Rat Snake
Pantherophis slowinskii,rear-fanged,unclear toxicity,???,Slowinski ’s Cornsnake
Pantherophis ramspotti,rear-fanged,unclear toxicity,???,Western Foxsnake
Pantherophis obsoletus,rear-fanged,unclear toxicity,???,Western Rat Snake
Pantherophis guttatus,rear-fanged,unclear toxicity,???,Eastern Corn snake
Pantherophis emoryi,rear-fanged,unclear toxicity,???,Great Plains Rat Snake
Pantherophis bairdi,rear-fanged,unclear toxicity,???,Baird's Rat Snake
Pantherophis alleghaniensis,rear-fanged,unclear toxicity,???,Eastern Rat Snake
Oxyuranus temporalis,front-fanged,venomous,💀💀💀💀💀,Central Ranges taipan
Oxyuranus scutellatus,front-fanged,venomous,💀💀💀💀💀,Coastal taipan
Oxyuranus microlepidotus,front-fanged,venomous,💀💀💀💀💀,Inland taipan
Oxyrhopus vanidicus,rear-fanged,unclear toxicity,???,Leticia Calico Snake
Oxyrhopus trigeminus,rear-fanged,unclear toxicity,???,Brazilian False Coral Snake
Oxyrhopus rhombifer,rear-fanged,unclear toxicity,???,Amazon False Coral Snake
Oxyrhopus petolarius,rear-fanged,unclear toxicity,???,Forest Flame Snake
Oxyrhopus occipitalis,rear-fanged,unclear toxicity,???,Northern Calico Snake
Oxyrhopus melanogenys,rear-fanged,unclear toxicity,???,Tschudi's False Coral Snake
Oxyrhopus marcapatae,rear-fanged,unclear toxicity,???,Boulenger's False Coral Snake
Oxyrhopus leucomelas,rear-fanged,unclear toxicity,???,Werner's False Coral Snake
Oxyrhopus guibei,rear-fanged,unclear toxicity,???,False coral snake
Oxyrhopus formosus,rear-fanged,unclear toxicity,???,Formosa False Coral Snake
Oxyrhopus fitzingeri,rear-fanged,unclear toxicity,???,Fitzinger's False Coral Snake
Oxyrhopus erdisii,rear-fanged,unclear toxicity,???,Machu Pichu Moon Snake
Oxyrhopus doliatus,rear-fanged,unclear toxicity,???,Bibron's False Coral Snake
Oxyrhopus clathratus,rear-fanged,unclear toxicity,???,Duméril's False Coral Snake
Oxyrhabdium modestum,non-fanged,unclear toxicity,???,Philippine Shrub Snake
Oxyrhabdium leporinum,non-fanged,unclear toxicity,???,Günther's Philippine Shrub Snake
Oxybelis wilsoni,rear-fanged,unclear toxicity,???,Yellow Vine Snake
Oxybelis fulgidus,rear-fanged,unclear toxicity,???,Green vine snake
Oxybelis brevirostris,rear-fanged,unclear toxicity,???,Cope's vine snake
Oxybelis aeneus,rear-fanged,venomous,💀💀,Mexican vine snake
Ovophis zayuensis,front-fanged,venomous,💀💀💀,Zayuan mountain pitviper
Ovophis tonkinensis,front-fanged,venomous,💀💀💀,Tonkin pitviper
Ovophis okinavensis,front-fanged,venomous,💀💀💀,Hime habu
Ovophis monticola,front-fanged,venomous,💀💀💀,Mountain pitviper
Ovophis makazayazaya,front-fanged,venomous,💀💀💀,Taiwan mountain pitviper
Ovophis convictus,front-fanged,venomous,💀💀💀💀,Indo Malayan mountain pitviper
Orientocoluber spinalis,rear-fanged,unclear toxicity,???,Slender Racer
Oreocryptophis porphyraceus,rear-fanged,unclear toxicity,???,Red Bamboo Rat Snake
Oreocalamus hanitschi,rear-fanged,unclear toxicity,???,Kalimantan Burrowing Snake
Opisthotropis zhaoermii,rear-fanged,unclear toxicity,???,
Opisthotropis voquyi,rear-fanged,unclear toxicity,???,
Opisthotropis typica,rear-fanged,unclear toxicity,???,Olive Mountain Keelback
Opisthotropis tamdaoensis,rear-fanged,unclear toxicity,???,Tam Dao Stream Snake
Opisthotropis spenceri,rear-fanged,unclear toxicity,???,Smith's Mountain Keelback
Opisthotropis shenzhenensis,rear-fanged,unclear toxicity,???,Shenzhen mountain stream snake
Opisthotropis rugosa,rear-fanged,unclear toxicity,???,Javanese Stream Snake
Opisthotropis maxwelli,rear-fanged,unclear toxicity,???,Maxwell's Mountain Keelback
Opisthotropis maculosa,rear-fanged,unclear toxicity,???,Yellow spotted mountain stream snake
Opisthotropis laui,rear-fanged,unclear toxicity,???,Lau’s Mountain Stream Snake
Opisthotropis latouchii,rear-fanged,unclear toxicity,???,Sichuan Mountain Keelback
Opisthotropis lateralis,rear-fanged,unclear toxicity,???,Tonkin Mountain Keelback
Opisthotropis kuatunensis,rear-fanged,unclear toxicity,???,Chinese Mountain Keelback
Opisthotropis kikuzatoi,rear-fanged,unclear toxicity,???,Kikuzato’s Stream Snake
Opisthotropis jacobi,rear-fanged,unclear toxicity,???,Chapa Mountain Keelback
Opisthotropis guangxiensis,rear-fanged,unclear toxicity,???,Guangxi Mountain Keelback
Opisthotropis durandi,rear-fanged,unclear toxicity,???,Durand’s Mountain Stream Snake
Opisthotropis daovantieni,rear-fanged,unclear toxicity,???,Tien’s mountain stream snake
Opisthotropis cucae,rear-fanged,unclear toxicity,???,Cuc’s Mountain Snake
Opisthotropis cheni,rear-fanged,unclear toxicity,???,Guangdong Stream Snake
Opisthotropis balteata,rear-fanged,unclear toxicity,???,Hainan Mountain Keelback
Opisthotropis atra,rear-fanged,unclear toxicity,???,Black stream snake
Opisthotropis andersonii,rear-fanged,unclear toxicity,???,Anderson's Mountain Keelback
Opisthotropis alcalai,rear-fanged,unclear toxicity,???,Gary's Mountain Keelback
Ophryacus undulatus,front-fanged,venomous,💀💀💀,Mexican horned pitviper
Ophryacus sphenophrys,front-fanged,venomous,💀💀💀,Broad horned pitviper
Ophryacus smaragdinus,front-fanged,venomous,💀💀💀,Emerald horned pitviper
Ophiophagus hannah,front-fanged,venomous,💀💀💀💀,King cobra
Opheodrys vernalis,rear-fanged,unclear toxicity,???,Smooth Green Snake
Opheodrys aestivus,rear-fanged,unclear toxicity,???,Rough greensnake
Oocatochus rufodorsatus,rear-fanged,unclear toxicity,???,Frog eating Rat Snake
Omoadiphas texiguatensis,rear-fanged,unclear toxicity,???,Texiguat slug snake
Omoadiphas cannula,rear-fanged,unclear toxicity,???,Agalta slug snake
Omoadiphas aurula,rear-fanged,unclear toxicity,???,Buenos Aires slug snake
Oligodon woodmasoni,rear-fanged,unclear toxicity,???,Yellow striped Kukri Snake
Oligodon wagneri,rear-fanged,unclear toxicity,???,Wagner’s kukri Snake
Oligodon waandersi,rear-fanged,unclear toxicity,???,Bleeker's Kukri Snake
Oligodon vertebralis,rear-fanged,unclear toxicity,???,Vertebral Kukri Snake
Oligodon venustus,rear-fanged,unclear toxicity,???,Jerdon's Kukri Snake
Oligodon unicolor,rear-fanged,unclear toxicity,???,Tanimbar Plain Kukri Snake
Oligodon trilineatus,rear-fanged,unclear toxicity,???,Three lined Kukri Snake
Oligodon travancoricus,rear-fanged,unclear toxicity,???,Travancore Kukri Snake
Oligodon torquatus,rear-fanged,unclear toxicity,???,Collared kukri snake
Oligodon theobaldi,rear-fanged,unclear toxicity,???,Theobald's Kukri Snake
Oligodon taeniolatus,rear-fanged,non-venomous,---,Streaked Kukuri Snake
Oligodon taeniatus,rear-fanged,unclear toxicity,???,Striped Kukri Snake
Oligodon sublineatus,rear-fanged,unclear toxicity,???,Duméril's Kukri Snake
Oligodon splendidus,rear-fanged,unclear toxicity,???,Splendid Kukri Snake
Oligodon signatus,rear-fanged,unclear toxicity,???,Banded Kukri Snake
Oligodon saiyok,rear-fanged,unclear toxicity,???,Saiyok kukri snake
Oligodon saintgironsi,rear-fanged,unclear toxicity,???,Saint Giron's Kukri Snake
Oligodon purpurascens,rear-fanged,unclear toxicity,???,Brown Kukri Snake
Oligodon pulcherrimus,rear-fanged,unclear toxicity,???,Padang Kukri Snake
Oligodon pseudotaeniatus,rear-fanged,unclear toxicity,???,False Striped Kukri Snake
Oligodon propinquus,rear-fanged,unclear toxicity,???,Bleeker's Kukri Snake
Oligodon praefrontalis,rear-fanged,unclear toxicity,???,Pulau Weh Kukri Snake
Oligodon planiceps,rear-fanged,unclear toxicity,???,Flat headed Kukri Snake
Oligodon petronellae,rear-fanged,unclear toxicity,???,Petronella's Kukri Snake
Oligodon perkinsi,rear-fanged,unclear toxicity,???,Perkin's Short headed Snake
Oligodon ornatus,rear-fanged,unclear toxicity,???,Ornate Kukri Snake
Oligodon octolineatus,rear-fanged,unclear toxicity,???,Eight Striped Kukri Snake
Oligodon ocellatus,rear-fanged,unclear toxicity,???,Ocellated Kukri Snake
Oligodon notospilus,rear-fanged,unclear toxicity,???,Vertebral Kukri Snake
Oligodon nikhili,rear-fanged,unclear toxicity,???,Nikhil's Kukri Snake
Oligodon nagao,rear-fanged,venomous,💀💀,Nagao Kukri Snake
Oligodon mouhoti,rear-fanged,unclear toxicity,???,Cambodian Kukri Snake
Oligodon moricei,rear-fanged,unclear toxicity,???,Morice's Kukri Snake
Oligodon modestus,rear-fanged,unclear toxicity,???,Luzon Kukri Snake
Oligodon meyerinkii,rear-fanged,unclear toxicity,???,Sulu Short headed Snake
Oligodon melanozonatus,rear-fanged,unclear toxicity,???,Abor Hills Kukri Snake
Oligodon melaneus,rear-fanged,unclear toxicity,???,Bluebelly Kukri Snake
Oligodon mcdougalli,rear-fanged,unclear toxicity,???,McDougall's Kukri Snake
Oligodon maculatus,rear-fanged,unclear toxicity,???,Spotted Kukri Snake
Oligodon macrurus,rear-fanged,unclear toxicity,???,Angel's Kukri Snake
Oligodon lungshenensis,rear-fanged,unclear toxicity,???,Longsheng Kukri Snake
Oligodon lacroixi,rear-fanged,unclear toxicity,???,Lacroix Kukri Snake
Oligodon kheriensis,rear-fanged,unclear toxicity,???,Coral Red Kukri snake
Oligodon kampucheaensis,rear-fanged,unclear toxicity,???,Phnom Samkos Kukri Snake
Oligodon juglandifer,rear-fanged,unclear toxicity,???,Walnut Kukri Snake
Oligodon joynsoni,rear-fanged,unclear toxicity,???,Gray Kukri Snake
Oligodon jintakunei,rear-fanged,unclear toxicity,???,Jintakune's Kukri Snake
Oligodon inornatus,rear-fanged,unclear toxicity,???,Unicolored Kukri Snake
Oligodon huahin,rear-fanged,unclear toxicity,???,Hua Hin kukri snake
Oligodon hamptoni,rear-fanged,unclear toxicity,???,Hampton's Kukri Snake
Oligodon formosanus,rear-fanged,unclear toxicity,???,Formosa Kukri Snake
Oligodon forbesi,rear-fanged,unclear toxicity,???,Forbes' Kukri Snake
Oligodon fasciolatus,rear-fanged,unclear toxicity,???,Fasciolated Kukri Snake
Oligodon everetti,rear-fanged,unclear toxicity,???,Everett's Kukri Snake
